,zipcode,count,amusement arcade,amusement device permanent,amusement device portable,amusement device temporary,auction house premises,auctioneer,bingo game operator,booting company,cabaret,catering establishment,cigarette retail dealer,commercial lessor,dealer in products,debt collection agency,electronic & appliance service,electronics store,employment agency,games of chance,gaming cafe,garage,garage and parking lot,general vendor,general vendor distributor,home improvement contractor,home improvement salesperson,horse drawn cab owner,horse drawn driver,laundries,laundry,laundry jobber,locksmith,locksmith apprentice,motion picture projectionist,newsstand,parking lot,pawnbroker,pedicab business,pedicab driver,pool or billiard room,process server individual,process serving agency,scale dealer repairer,scrap metal processor,secondhand dealer - auto,secondhand dealer - firearms,secondhand dealer - general,sidewalk cafe,sightseeing bus,special sale,stoop line stand,storage warehouse,ticket seller,tow truck company,tow truck driver,tow truck exemption
53,10120,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,10121,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,10122,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,10123,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,10128,340,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,1.0,5.0,2.0,0.0,2.0,0.0,34.0,8.0,4.0,0.0,38.0,31.0,0.0,1.0,2.0,17.0,49.0,22.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,14.0,2.0,4.0,0.0,4.0,0.0
58,10151,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,10152,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,10153,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,10154,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,10155,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,10158,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,10162,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,10165,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,10166,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,10167,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,10168,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,10169,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,10170,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,10171,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,10172,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,10173,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,10174,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,10175,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,10176,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,10178,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,10271,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,10279,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,10280,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,10281,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,10282,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,10301,337,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,76.0,82.0,0.0,1.0,0.0,13.0,7.0,11.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,6.0,3.0,20.0,0.0
84,10302,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,7.0,23.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,68.0,59.0,0.0,0.0,0.0,9.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,10.0,0.0
85,10303,261,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,69.0,51.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,10.0,0.0,28.0,0.0,0.0,0.0,2.0,1.0,2.0,10.0,26.0,0.0
86,10304,351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,84.0,106.0,0.0,1.0,0.0,7.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,22.0,1.0
87,10305,515,0.0,0.0,49.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,45.0,0.0,4.0,0.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,145.0,144.0,0.0,0.0,0.0,9.0,6.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,13.0,1.0,18.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,25.0,0.0
88,10306,589,0.0,0.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,37.0,0.0,3.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,183.0,200.0,0.0,4.0,0.0,9.0,8.0,25.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,26.0,0.0
89,10307,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,67.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0
90,10308,213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,77.0,0.0,0.0,1.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0
91,10309,403,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,24.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,137.0,113.0,0.0,1.0,0.0,4.0,6.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,25.0,0.0
92,10310,331,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,65.0,0.0,0.0,0.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,0.0,29.0,0.0,0.0,0.0,4.0,0.0,2.0,12.0,18.0,2.0
93,10312,526,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,176.0,217.0,0.0,2.0,2.0,2.0,9.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0
94,10314,843,1.0,7.0,14.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,0.0,1.0,2.0,23.0,29.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,261.0,270.0,0.0,1.0,0.0,9.0,15.0,30.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,51.0,0.0
95,10451,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,65.0,0.0,5.0,0.0,8.0,28.0,1.0,0.0,0.0,16.0,4.0,14.0,0.0,20.0,11.0,0.0,0.0,1.0,9.0,4.0,7.0,0.0,3.0,1.0,9.0,5.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,35.0,1.0,0.0,0.0,8.0,4.0,27.0,3.0,6.0,1.0
96,10452,491,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,5.0,0.0,19.0,38.0,0.0,0.0,0.0,11.0,3.0,24.0,0.0,16.0,11.0,0.0,0.0,0.0,18.0,3.0,16.0,0.0,5.0,1.0,10.0,5.0,2.0,17.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,69.0,0.0,0.0,0.0,19.0,1.0,72.0,4.0,12.0,1.0
97,10453,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,5.0,0.0,29.0,40.0,0.0,0.0,0.0,5.0,3.0,26.0,0.0,18.0,16.0,0.0,0.0,0.0,19.0,3.0,11.0,0.0,0.0,0.0,6.0,7.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,20.0,0.0,77.0,5.0,13.0,0.0
98,10454,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,6.0,12.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,23.0,14.0,0.0,3.0,0.0,11.0,5.0,7.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,10.0,3.0,22.0,2.0,14.0,0.0
99,10455,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0,15.0,43.0,0.0,0.0,0.0,4.0,0.0,21.0,0.0,10.0,7.0,0.0,0.0,2.0,11.0,4.0,5.0,0.0,3.0,2.0,3.0,7.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,57.0,0.0,0.0,0.0,11.0,1.0,31.0,3.0,17.0,0.0
100,10456,481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,3.0,0.0,18.0,31.0,0.0,0.0,0.0,6.0,3.0,39.0,0.0,15.0,13.0,0.0,1.0,3.0,19.0,3.0,11.0,0.0,3.0,0.0,11.0,5.0,6.0,15.0,0.0,3.0,1.0,0.0,1.0,7.0,0.0,45.0,0.0,0.0,0.0,8.0,0.0,105.0,5.0,22.0,0.0
101,10457,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,2.0,1.0,20.0,33.0,2.0,0.0,0.0,3.0,1.0,22.0,0.0,22.0,17.0,0.0,0.0,0.0,15.0,4.0,13.0,0.0,0.0,0.0,6.0,7.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,71.0,0.0,0.0,1.0,7.0,0.0,60.0,17.0,28.0,1.0
102,10458,542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,4.0,1.0,17.0,48.0,0.0,0.0,0.0,7.0,1.0,28.0,0.0,43.0,36.0,0.0,2.0,2.0,20.0,2.0,19.0,1.0,2.0,1.0,11.0,15.0,5.0,10.0,0.0,12.0,0.0,0.0,0.0,4.0,1.0,70.0,6.0,0.0,0.0,24.0,0.0,41.0,3.0,9.0,0.0
103,10459,338,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,13.0,29.0,0.0,0.0,0.0,7.0,1.0,25.0,0.0,17.0,18.0,0.0,0.0,0.0,13.0,4.0,10.0,0.0,0.0,0.0,4.0,8.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,0.0,0.0,7.0,1.0,34.0,2.0,18.0,0.0
104,10460,315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,4.0,0.0,11.0,22.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,25.0,18.0,0.0,0.0,0.0,17.0,2.0,13.0,1.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,3.0,0.0,20.0,3.0,25.0,0.0
105,10461,494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,8.0,0.0,18.0,23.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,88.0,72.0,0.0,4.0,1.0,21.0,5.0,18.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,37.0,4.0,0.0,0.0,14.0,0.0,8.0,22.0,34.0,0.0
106,10462,568,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,81.0,1.0,3.0,1.0,22.0,42.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,74.0,56.0,0.0,0.0,2.0,25.0,9.0,25.0,1.0,1.0,1.0,6.0,7.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,59.0,2.0,0.0,0.0,15.0,0.0,24.0,8.0,40.0,0.0
107,10463,345,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,49.0,1.0,0.0,1.0,11.0,20.0,0.0,1.0,0.0,6.0,1.0,18.0,0.0,43.0,41.0,0.0,4.0,1.0,13.0,11.0,26.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,27.0,6.0,0.0,0.0,11.0,0.0,7.0,2.0,10.0,0.0
108,10464,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,7.0,0.0
109,10465,271,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,3.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,50.0,57.0,0.0,1.0,1.0,5.0,2.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,38.0,0.0
110,10466,364,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,45.0,0.0,0.0,0.0,10.0,28.0,0.0,1.0,0.0,1.0,0.0,27.0,0.0,52.0,43.0,0.0,1.0,1.0,16.0,3.0,10.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,13.0,0.0,43.0,0.0,0.0,0.0,9.0,0.0,12.0,13.0,18.0,1.0
